Order ID,Customer ID,Customer Email,Order Time,Delivery Time,Delivery Address,Customer Availability,Delivery Status,Traffic Condition,Weather Condition
1227,C096,customerC096@gmail.com,44:42.5,44:42.5,"111 Main St, City, Country",22:00-24:00,Success,High,Sunny
1228,C097,customerC097@gmail.com,44:42.5,44:42.5,"635 Maple St, City, Country",6:00-9:00,Success,Low,Sunny
1229,C001,customerC001@gmail.com,44:42.5,44:42.5,"869 Main St, City, Country",18:00-20:00,Success,Low,Sunny
1230,C019,customerC019@gmail.com,44:42.5,44:42.5,"833 Main St, City, Country",25:00-28:00,Success,Low,Sunny
1231,C002,customerC002@gmail.com,44:42.5,44:42.5,"563 Pine St, City, Country",15:00-19:00,Success,Low,Cloudy
1232,C053,customerC053@gmail.com,44:42.5,44:42.5,"81 Main St, City, Country",5:00-8:00,Failed,Low,Sunny
1233,C044,customerC044@gmail.com,44:42.5,44:42.5,"895 Elm St, City, Country",18:00-20:00,Success,Low,Sunny
1234,C090,customerC090@gmail.com,44:42.5,44:42.5,"104 Oak St, City, Country",10:00-13:00,Success,Low,Sunny
1235,C032,customerC032@gmail.com,44:42.5,44:42.5,"198 Main St, City, Country",19:00-21:00,Success,Low,Sunny
1236,C070,customerC070@gmail.com,44:42.5,44:42.5,"407 Elm St, City, Country",20:00-23:00,Success,Medium,Sunny
1237,C032,customerC032@gmail.com,44:42.5,44:42.5,"167 Maple St, City, Country",2:00-5:00,Success,Medium,Sunny
1238,C068,customerC068@gmail.com,44:42.5,44:42.5,"638 Main St, City, Country",24:00-27:00,Success,Low,Sunny
1239,C055,customerC055@gmail.com,44:42.5,44:42.5,"593 Elm St, City, Country",22:00-25:00,Success,Low,Cloudy
1240,C075,customerC075@gmail.com,44:42.5,44:42.5,"763 Main St, City, Country",17:00-20:00,Success,Low,Rainy
1241,C056,customerC056@gmail.com,44:42.5,44:42.5,"477 Main St, City, Country",8:00-11:00,Success,Low,Rainy
1242,C017,customerC017@gmail.com,44:42.5,44:42.5,"141 Pine St, City, Country",7:00-9:00,Success,Medium,Rainy
1243,C038,customerC038@gmail.com,44:42.5,44:42.5,"308 Maple St, City, Country",23:00-26:00,Success,Medium,Sunny
1244,C024,customerC024@gmail.com,44:42.5,44:42.5,"515 Main St, City, Country",20:00-23:00,Success,Low,Sunny
1245,C069,customerC069@gmail.com,44:42.5,44:42.5,"575 Main St, City, Country",17:00-20:00,Success,Low,Sunny
1246,C098,customerC098@gmail.com,44:42.5,44:42.5,"76 Maple St, City, Country",7:00-11:00,Success,Low,Cloudy
1247,C070,customerC070@gmail.com,44:42.5,44:42.5,"183 Main St, City, Country",19:00-21:00,Success,Medium,Rainy
1248,C086,customerC086@gmail.com,44:42.5,44:42.5,"849 Oak St, City, Country",12:00-14:00,Success,Low,Cloudy
1249,C011,customerC011@gmail.com,44:42.5,44:42.5,"474 Pine St, City, Country",7:00-10:00,Success,High,Sunny
1250,C016,customerC016@gmail.com,44:42.5,44:42.5,"544 Pine St, City, Country",14:00-18:00,Success,Medium,Rainy
1251,C097,customerC097@gmail.com,44:42.5,44:42.5,"914 Main St, City, Country",6:00-10:00,Success,Low,Sunny
1252,C073,customerC073@gmail.com,44:42.5,44:42.5,"851 Oak St, City, Country",4:00-7:00,Success,Low,Sunny
1253,C059,customerC059@gmail.com,44:42.5,44:42.5,"884 Oak St, City, Country",8:00-11:00,Success,High,Sunny
1254,C070,customerC070@gmail.com,44:42.5,44:42.5,"488 Elm St, City, Country",9:00-12:00,Success,Low,Sunny
1255,C080,customerC080@gmail.com,44:42.5,44:42.5,"801 Elm St, City, Country",7:00-10:00,Success,Low,Sunny
1256,C093,customerC093@gmail.com,44:42.5,44:42.5,"701 Pine St, City, Country",21:00-23:00,Success,Low,Sunny
1257,C003,customerC003@gmail.com,44:42.5,44:42.5,"728 Oak St, City, Country",25:00-28:00,Success,Medium,Sunny
1258,C020,customerC020@gmail.com,44:42.5,44:42.5,"925 Oak St, City, Country",21:00-24:00,Success,Medium,Sunny
1259,C059,customerC059@gmail.com,44:42.5,44:42.5,"902 Main St, City, Country",1:00-4:00,Success,Medium,Cloudy
1260,C036,customerC036@gmail.com,44:42.5,44:42.5,"993 Main St, City, Country",3:00-6:00,Success,Medium,Sunny
1261,C019,customerC019@gmail.com,44:42.5,44:42.5,"168 Oak St, City, Country",13:00-17:00,Success,Medium,Sunny
1262,C090,customerC090@gmail.com,44:42.5,44:42.5,"193 Maple St, City, Country",7:00-10:00,Failed,High,Cloudy
1263,C067,customerC067@gmail.com,44:42.5,44:42.5,"283 Maple St, City, Country",23:00-27:00,Success,Low,Rainy
1264,C019,customerC019@gmail.com,44:42.5,44:42.5,"240 Oak St, City, Country",3:00-6:00,Success,Low,Sunny
1265,C020,customerC020@gmail.com,44:42.5,44:42.5,"659 Pine St, City, Country",25:00-28:00,Failed,Medium,Sunny
1266,C096,customerC096@gmail.com,44:42.5,44:42.5,"592 Oak St, City, Country",8:00-12:00,Success,Medium,Sunny
1267,C071,customerC071@gmail.com,44:42.5,44:42.5,"555 Elm St, City, Country",2:00-4:00,Success,Medium,Sunny
1268,C052,customerC052@gmail.com,44:42.5,44:42.5,"89 Pine St, City, Country",17:00-20:00,Success,Low,Sunny
1269,C033,customerC033@gmail.com,44:42.5,44:42.5,"95 Pine St, City, Country",15:00-19:00,Success,Medium,Cloudy
1270,C040,customerC040@gmail.com,44:42.5,44:42.5,"428 Elm St, City, Country",3:00-5:00,Success,Medium,Sunny
1271,C039,customerC039@gmail.com,44:42.5,44:42.5,"376 Oak St, City, Country",2:00-5:00,Success,Low,Cloudy
1272,C082,customerC082@gmail.com,44:42.5,44:42.5,"313 Maple St, City, Country",20:00-22:00,Success,Low,Cloudy
1273,C001,customerC001@gmail.com,44:42.5,44:42.5,"840 Oak St, City, Country",21:00-23:00,Failed,Low,Rainy
1274,C011,customerC011@gmail.com,44:42.5,44:42.5,"626 Oak St, City, Country",3:00-6:00,Success,Low,Sunny
1275,C092,customerC092@gmail.com,44:42.5,44:42.5,"179 Elm St, City, Country",18:00-21:00,Success,Low,Rainy
1276,C057,customerC057@gmail.com,44:42.5,44:42.5,"500 Pine St, City, Country",19:00-21:00,Success,Low,Sunny
1277,C089,customerC089@gmail.com,44:42.5,44:42.5,"993 Main St, City, Country",22:00-25:00,Success,Low,Sunny
1278,C050,customerC050@gmail.com,44:42.5,44:42.5,"12 Maple St, City, Country",1:00-4:00,Success,Medium,Sunny
1279,C023,customerC023@gmail.com,44:42.5,44:42.5,"331 Maple St, City, Country",24:00-27:00,Success,Medium,Sunny
1280,C031,customerC031@gmail.com,44:42.5,44:42.5,"283 Pine St, City, Country",17:00-20:00,Success,Medium,Cloudy
1281,C094,customerC094@gmail.com,44:42.5,44:42.5,"401 Main St, City, Country",22:00-25:00,Success,Low,Sunny
1282,C042,customerC042@gmail.com,44:42.5,44:42.5,"517 Main St, City, Country",16:00-20:00,Success,Low,Sunny
1283,C099,customerC099@gmail.com,44:42.5,44:42.5,"924 Maple St, City, Country",24:00-26:00,Success,Medium,Sunny
1284,C007,customerC007@gmail.com,44:42.5,44:42.5,"118 Oak St, City, Country",11:00-15:00,Success,Low,Sunny
1285,C016,customerC016@gmail.com,44:42.5,44:42.5,"33 Elm St, City, Country",12:00-14:00,Success,High,Sunny
1286,C090,customerC090@gmail.com,44:42.5,44:42.5,"880 Main St, City, Country",5:00-8:00,Failed,Medium,Cloudy
1287,C060,customerC060@gmail.com,44:42.5,44:42.5,"19 Maple St, City, Country",14:00-17:00,Success,Low,Sunny
1288,C002,customerC002@gmail.com,44:42.5,44:42.5,"891 Elm St, City, Country",13:00-16:00,Success,High,Sunny
1289,C001,customerC001@gmail.com,44:42.5,44:42.5,"990 Pine St, City, Country",10:00-13:00,Success,Low,Sunny
1290,C048,customerC048@gmail.com,44:42.5,44:42.5,"289 Maple St, City, Country",7:00-10:00,Success,Low,Sunny
1291,C012,customerC012@gmail.com,44:42.5,44:42.5,"84 Oak St, City, Country",6:00-8:00,Success,Medium,Sunny
1292,C069,customerC069@gmail.com,44:42.5,44:42.5,"128 Maple St, City, Country",7:00-9:00,Success,Low,Sunny
1293,C037,customerC037@gmail.com,44:42.5,44:42.5,"760 Pine St, City, Country",23:00-25:00,Success,High,Rainy
1294,C032,customerC032@gmail.com,44:42.5,44:42.5,"29 Elm St, City, Country",10:00-14:00,Success,Low,Sunny
1295,C009,customerC009@gmail.com,44:42.5,44:42.5,"831 Elm St, City, Country",17:00-19:00,Success,Low,Sunny
1296,C099,customerC099@gmail.com,44:42.5,44:42.5,"361 Main St, City, Country",19:00-23:00,Success,Low,Sunny
1297,C019,customerC019@gmail.com,44:42.5,44:42.5,"392 Elm St, City, Country",13:00-17:00,Success,Medium,Cloudy
1298,C048,customerC048@gmail.com,44:42.5,44:42.5,"574 Maple St, City, Country",13:00-15:00,Success,Low,Sunny
1299,C080,customerC080@gmail.com,44:42.5,44:42.5,"202 Main St, City, Country",12:00-14:00,Success,Low,Sunny
1300,C003,customerC003@gmail.com,44:42.5,44:42.5,"322 Elm St, City, Country",7:00-11:00,Failed,Medium,Cloudy
1301,C020,customerC020@gmail.com,44:42.5,44:42.5,"325 Pine St, City, Country",21:00-25:00,Success,Low,Sunny
1302,C024,customerC024@gmail.com,44:42.5,44:42.5,"318 Main St, City, Country",14:00-17:00,Failed,Medium,Sunny
1303,C054,customerC054@gmail.com,44:42.5,44:42.5,"965 Elm St, City, Country",21:00-25:00,Success,Low,Sunny
1304,C033,customerC033@gmail.com,44:42.5,44:42.5,"474 Pine St, City, Country",9:00-13:00,Success,Medium,Sunny
1305,C024,customerC024@gmail.com,44:42.5,44:42.5,"425 Main St, City, Country",21:00-24:00,Success,Medium,Sunny
1306,C075,customerC075@gmail.com,44:42.5,44:42.5,"731 Main St, City, Country",5:00-8:00,Success,Low,Sunny
1307,C072,customerC072@gmail.com,44:42.5,44:42.5,"204 Oak St, City, Country",11:00-14:00,Success,Low,Sunny
1308,C036,customerC036@gmail.com,44:42.5,44:42.5,"387 Elm St, City, Country",21:00-24:00,Failed,Medium,Sunny
1309,C038,customerC038@gmail.com,44:42.5,44:42.5,"98 Main St, City, Country",10:00-14:00,Success,Low,Sunny
1310,C084,customerC084@gmail.com,44:42.5,44:42.5,"803 Elm St, City, Country",18:00-22:00,Success,High,Rainy
1311,C099,customerC099@gmail.com,44:42.5,44:42.5,"636 Elm St, City, Country",11:00-15:00,Success,Low,Cloudy
1312,C089,customerC089@gmail.com,44:42.5,44:42.5,"166 Elm St, City, Country",5:00-8:00,Success,Low,Cloudy
1313,C099,customerC099@gmail.com,44:42.5,44:42.5,"939 Oak St, City, Country",16:00-19:00,Success,Low,Sunny
1314,C025,customerC025@gmail.com,44:42.5,44:42.5,"669 Pine St, City, Country",15:00-19:00,Success,High,Sunny
1315,C093,customerC093@gmail.com,44:42.5,44:42.5,"987 Main St, City, Country",2:00-4:00,Success,Low,Sunny
1316,C018,customerC018@gmail.com,44:42.5,44:42.5,"950 Pine St, City, Country",18:00-21:00,Success,Medium,Sunny
1317,C082,customerC082@gmail.com,44:42.5,44:42.5,"108 Oak St, City, Country",6:00-8:00,Success,Medium,Rainy
1318,C066,customerC066@gmail.com,44:42.5,44:42.5,"596 Oak St, City, Country",17:00-19:00,Success,Low,Sunny
1319,C054,customerC054@gmail.com,44:42.5,44:42.5,"367 Elm St, City, Country",13:00-16:00,Success,Low,Sunny
1320,C035,customerC035@gmail.com,44:42.5,44:42.5,"414 Maple St, City, Country",11:00-14:00,Success,Medium,Sunny
1321,C080,customerC080@gmail.com,44:42.5,44:42.5,"802 Oak St, City, Country",7:00-9:00,Success,Low,Sunny
1322,C061,customerC061@gmail.com,44:42.5,44:42.5,"134 Oak St, City, Country",15:00-18:00,Success,Medium,Sunny
1323,C041,customerC041@gmail.com,44:42.5,44:42.5,"778 Main St, City, Country",4:00-7:00,Success,Low,Sunny
1324,C033,customerC033@gmail.com,44:42.5,44:42.5,"481 Main St, City, Country",16:00-19:00,Success,Low,Sunny
1325,C068,customerC068@gmail.com,44:42.5,44:42.5,"443 Pine St, City, Country",16:00-19:00,Success,Medium,Cloudy
1326,C033,customerC033@gmail.com,44:42.5,44:42.5,"59 Pine St, City, Country",6:00-9:00,Success,Low,Sunny
1327,C014,customerC014@gmail.com,44:42.5,44:42.5,"258 Maple St, City, Country",19:00-22:00,Success,Low,Rainy
1328,C021,customerC021@gmail.com,44:42.5,44:42.5,"452 Main St, City, Country",5:00-9:00,Success,Low,Cloudy
1329,C048,customerC048@gmail.com,44:42.5,44:42.5,"595 Elm St, City, Country",16:00-19:00,Success,Low,Sunny
1330,C020,customerC020@gmail.com,44:42.5,44:42.5,"985 Elm St, City, Country",2:00-5:00,Success,Low,Cloudy
1331,C008,customerC008@gmail.com,44:42.5,44:42.5,"821 Oak St, City, Country",22:00-25:00,Success,Medium,Sunny
1332,C007,customerC007@gmail.com,44:42.5,44:42.5,"662 Oak St, City, Country",8:00-11:00,Success,Low,Rainy
1333,C067,customerC067@gmail.com,44:42.5,44:42.5,"560 Maple St, City, Country",11:00-14:00,Success,Low,Sunny
1334,C017,customerC017@gmail.com,44:42.5,44:42.5,"891 Pine St, City, Country",7:00-10:00,Failed,Medium,Sunny
1335,C033,customerC033@gmail.com,44:42.5,44:42.5,"610 Main St, City, Country",13:00-16:00,Failed,Low,Sunny
1336,C048,customerC048@gmail.com,44:42.5,44:42.5,"284 Main St, City, Country",16:00-20:00,Success,Low,Sunny
1337,C076,customerC076@gmail.com,44:42.5,44:42.5,"881 Maple St, City, Country",18:00-22:00,Success,High,Rainy
1338,C059,customerC059@gmail.com,44:42.5,44:42.5,"68 Main St, City, Country",22:00-25:00,Success,Medium,Sunny
1339,C086,customerC086@gmail.com,44:42.5,44:42.5,"137 Pine St, City, Country",24:00-27:00,Failed,Low,Sunny
1340,C022,customerC022@gmail.com,44:42.5,44:42.5,"83 Main St, City, Country",12:00-14:00,Success,Medium,Sunny
1341,C030,customerC030@gmail.com,44:42.5,44:42.5,"650 Pine St, City, Country",15:00-19:00,Success,Low,Rainy
1342,C038,customerC038@gmail.com,44:42.5,44:42.5,"73 Maple St, City, Country",4:00-8:00,Success,Medium,Sunny
1343,C051,customerC051@gmail.com,44:42.5,44:42.5,"46 Elm St, City, Country",24:00-28:00,Success,Low,Sunny
1344,C054,customerC054@gmail.com,44:42.5,44:42.5,"928 Main St, City, Country",23:00-27:00,Success,Low,Sunny
1345,C008,customerC008@gmail.com,44:42.5,44:42.5,"842 Elm St, City, Country",12:00-16:00,Failed,Low,Cloudy
1346,C027,customerC027@gmail.com,44:42.5,44:42.5,"795 Elm St, City, Country",7:00-11:00,Success,Low,Sunny
1347,C027,customerC027@gmail.com,44:42.5,44:42.5,"419 Pine St, City, Country",14:00-17:00,Success,Low,Sunny
1348,C098,customerC098@gmail.com,44:42.5,44:42.5,"507 Maple St, City, Country",13:00-16:00,Success,High,Sunny
1349,C021,customerC021@gmail.com,44:42.5,44:42.5,"127 Main St, City, Country",4:00-8:00,Success,Low,Cloudy
1350,C030,customerC030@gmail.com,44:42.5,44:42.5,"924 Pine St, City, Country",16:00-20:00,Success,Low,Sunny
1351,C097,customerC097@gmail.com,44:42.5,44:42.5,"605 Oak St, City, Country",23:00-26:00,Success,Low,Sunny
1352,C028,customerC028@gmail.com,44:42.5,44:42.5,"73 Oak St, City, Country",23:00-26:00,Success,Low,Sunny
1353,C064,customerC064@gmail.com,44:42.5,44:42.5,"922 Oak St, City, Country",23:00-25:00,Success,Medium,Cloudy
1354,C097,customerC097@gmail.com,44:42.5,44:42.5,"248 Pine St, City, Country",4:00-8:00,Success,Low,Rainy
1355,C069,customerC069@gmail.com,44:42.5,44:42.5,"785 Oak St, City, Country",5:00-7:00,Success,Low,Sunny
1356,C061,customerC061@gmail.com,44:42.5,44:42.5,"377 Main St, City, Country",15:00-19:00,Failed,Low,Sunny
1357,C048,customerC048@gmail.com,44:42.5,44:42.5,"170 Elm St, City, Country",22:00-25:00,Failed,Medium,Sunny
1358,C019,customerC019@gmail.com,44:42.5,44:42.5,"212 Maple St, City, Country",24:00-27:00,Success,Low,Sunny
1359,C004,customerC004@gmail.com,44:42.5,44:42.5,"680 Main St, City, Country",20:00-24:00,Success,Low,Sunny
1360,C035,customerC035@gmail.com,44:42.5,44:42.5,"757 Pine St, City, Country",7:00-10:00,Failed,Low,Sunny
1361,C064,customerC064@gmail.com,44:42.5,44:42.5,"47 Main St, City, Country",9:00-13:00,Success,Low,Sunny
1362,C049,customerC049@gmail.com,44:42.5,44:42.5,"366 Maple St, City, Country",14:00-18:00,Success,Low,Rainy
1363,C017,customerC017@gmail.com,44:42.5,44:42.5,"299 Elm St, City, Country",17:00-20:00,Failed,Medium,Sunny
1364,C044,customerC044@gmail.com,44:42.5,44:42.5,"296 Oak St, City, Country",20:00-22:00,Success,Medium,Sunny
1365,C092,customerC092@gmail.com,44:42.5,44:42.5,"61 Elm St, City, Country",2:00-4:00,Success,Medium,Sunny
1366,C030,customerC030@gmail.com,44:42.5,44:42.5,"963 Elm St, City, Country",23:00-26:00,Failed,Low,Sunny
1367,C093,customerC093@gmail.com,44:42.5,44:42.5,"161 Oak St, City, Country",23:00-27:00,Success,Low,Sunny
1368,C046,customerC046@gmail.com,44:42.5,44:42.5,"528 Elm St, City, Country",13:00-17:00,Success,Low,Sunny
1369,C006,customerC006@gmail.com,44:42.5,44:42.5,"606 Elm St, City, Country",12:00-15:00,Success,High,Sunny
1370,C099,customerC099@gmail.com,44:42.5,44:42.5,"338 Oak St, City, Country",2:00-4:00,Success,Low,Cloudy
1371,C037,customerC037@gmail.com,44:42.5,44:42.5,"164 Oak St, City, Country",12:00-15:00,Success,Medium,Rainy
1372,C024,customerC024@gmail.com,44:42.5,44:42.5,"319 Maple St, City, Country",18:00-21:00,Success,Low,Sunny
1373,C093,customerC093@gmail.com,44:42.5,44:42.5,"504 Oak St, City, Country",10:00-13:00,Failed,Low,Sunny
1374,C046,customerC046@gmail.com,44:42.5,44:42.5,"970 Main St, City, Country",11:00-14:00,Success,Low,Sunny
1375,C053,customerC053@gmail.com,44:42.5,44:42.5,"888 Oak St, City, Country",2:00-4:00,Success,Low,Sunny
1376,C095,customerC095@gmail.com,44:42.5,44:42.5,"750 Oak St, City, Country",23:00-25:00,Success,High,Sunny
1377,C099,customerC099@gmail.com,44:42.5,44:42.5,"494 Elm St, City, Country",5:00-8:00,Success,High,Cloudy
1378,C060,customerC060@gmail.com,44:42.5,44:42.5,"721 Main St, City, Country",14:00-16:00,Success,Low,Rainy
1379,C097,customerC097@gmail.com,44:42.5,44:42.5,"509 Oak St, City, Country",19:00-22:00,Failed,Low,Rainy
1380,C063,customerC063@gmail.com,44:42.5,44:42.5,"857 Main St, City, Country",14:00-18:00,Success,High,Sunny
1381,C085,customerC085@gmail.com,44:42.5,44:42.5,"956 Pine St, City, Country",2:00-6:00,Success,Medium,Cloudy
1382,C032,customerC032@gmail.com,44:42.5,44:42.5,"865 Maple St, City, Country",20:00-22:00,Success,Low,Cloudy
1383,C087,customerC087@gmail.com,44:42.5,44:42.5,"649 Elm St, City, Country",1:00-4:00,Success,Low,Sunny
1384,C033,customerC033@gmail.com,44:42.5,44:42.5,"568 Oak St, City, Country",20:00-22:00,Success,Low,Sunny
1385,C067,customerC067@gmail.com,44:42.5,44:42.5,"853 Elm St, City, Country",3:00-5:00,Success,Low,Cloudy
1386,C018,customerC018@gmail.com,44:42.5,44:42.5,"445 Elm St, City, Country",19:00-21:00,Success,Low,Sunny
1387,C025,customerC025@gmail.com,44:42.5,44:42.5,"363 Oak St, City, Country",13:00-17:00,Failed,Low,Sunny
1388,C095,customerC095@gmail.com,44:42.5,44:42.5,"188 Elm St, City, Country",23:00-26:00,Success,Low,Sunny
1389,C054,customerC054@gmail.com,44:42.5,44:42.5,"680 Pine St, City, Country",2:00-5:00,Success,Low,Sunny
1390,C058,customerC058@gmail.com,44:42.5,44:42.5,"626 Pine St, City, Country",13:00-16:00,Success,Low,Sunny
1391,C067,customerC067@gmail.com,44:42.5,44:42.5,"619 Maple St, City, Country",20:00-24:00,Success,Medium,Rainy
1392,C046,customerC046@gmail.com,44:42.5,44:42.5,"335 Pine St, City, Country",24:00-26:00,Success,Medium,Sunny
1393,C024,customerC024@gmail.com,44:42.5,44:42.5,"530 Elm St, City, Country",10:00-13:00,Success,Low,Sunny
1394,C032,customerC032@gmail.com,44:42.5,44:42.5,"63 Oak St, City, Country",24:00-27:00,Success,High,Sunny
1395,C047,customerC047@gmail.com,44:42.5,44:42.5,"698 Main St, City, Country",12:00-16:00,Success,High,Sunny
1396,C086,customerC086@gmail.com,44:42.5,44:42.5,"205 Pine St, City, Country",23:00-26:00,Success,Low,Sunny
1397,C023,customerC023@gmail.com,44:42.5,44:42.5,"214 Maple St, City, Country",11:00-14:00,Success,Low,Sunny
1398,C066,customerC066@gmail.com,44:42.5,44:42.5,"875 Pine St, City, Country",21:00-24:00,Success,Medium,Sunny
1399,C027,customerC027@gmail.com,44:42.5,44:42.5,"988 Main St, City, Country",9:00-13:00,Success,Medium,Sunny
1400,C002,customerC002@gmail.com,44:42.5,44:42.5,"823 Oak St, City, Country",2:00-4:00,Success,High,Sunny
1401,C090,customerC090@gmail.com,44:42.5,44:42.5,"974 Elm St, City, Country",21:00-23:00,Success,Medium,Sunny
1402,C017,customerC017@gmail.com,44:42.5,44:42.5,"121 Main St, City, Country",20:00-23:00,Success,Medium,Sunny
1403,C033,customerC033@gmail.com,44:42.5,44:42.5,"614 Maple St, City, Country",15:00-19:00,Success,Low,Sunny
1404,C009,customerC009@gmail.com,44:42.5,44:42.5,"925 Maple St, City, Country",3:00-7:00,Success,Low,Rainy
1405,C043,customerC043@gmail.com,44:42.5,44:42.5,"714 Pine St, City, Country",4:00-7:00,Success,Low,Sunny
1406,C048,customerC048@gmail.com,44:42.5,44:42.5,"21 Elm St, City, Country",13:00-15:00,Success,Low,Sunny
1407,C039,customerC039@gmail.com,44:42.5,44:42.5,"455 Oak St, City, Country",4:00-7:00,Success,Medium,Sunny
1408,C093,customerC093@gmail.com,44:42.5,44:42.5,"621 Pine St, City, Country",12:00-15:00,Success,Low,Sunny
1409,C042,customerC042@gmail.com,44:42.5,44:42.5,"595 Oak St, City, Country",15:00-18:00,Failed,Medium,Rainy
1410,C026,customerC026@gmail.com,44:42.5,44:42.5,"964 Maple St, City, Country",15:00-18:00,Success,Low,Sunny
1411,C099,customerC099@gmail.com,44:42.5,44:42.5,"129 Pine St, City, Country",8:00-11:00,Success,Low,Sunny
1412,C050,customerC050@gmail.com,44:42.5,44:42.5,"140 Pine St, City, Country",24:00-28:00,Success,Low,Sunny
1413,C025,customerC025@gmail.com,44:42.5,44:42.5,"283 Elm St, City, Country",23:00-25:00,Success,Low,Sunny
1414,C024,customerC024@gmail.com,44:42.5,44:42.5,"535 Main St, City, Country",21:00-25:00,Success,Medium,Cloudy
1415,C013,customerC013@gmail.com,44:42.5,44:42.5,"277 Maple St, City, Country",17:00-21:00,Success,Medium,Sunny
1416,C060,customerC060@gmail.com,44:42.5,44:42.5,"319 Elm St, City, Country",9:00-13:00,Success,High,Sunny
1417,C007,customerC007@gmail.com,44:42.5,44:42.5,"52 Main St, City, Country",19:00-22:00,Success,Low,Sunny
1418,C057,customerC057@gmail.com,44:42.5,44:42.5,"749 Maple St, City, Country",18:00-20:00,Success,Low,Sunny
1419,C036,customerC036@gmail.com,44:42.5,44:42.5,"548 Elm St, City, Country",21:00-25:00,Success,Low,Cloudy
1420,C045,customerC045@gmail.com,44:42.5,44:42.5,"177 Elm St, City, Country",25:00-27:00,Success,Low,Sunny
1421,C020,customerC020@gmail.com,44:42.5,44:42.5,"314 Main St, City, Country",14:00-18:00,Success,Medium,Sunny
1422,C065,customerC065@gmail.com,44:42.5,44:42.5,"881 Maple St, City, Country",17:00-20:00,Success,Medium,Sunny
1423,C008,customerC008@gmail.com,44:42.5,44:42.5,"829 Main St, City, Country",3:00-6:00,Failed,Medium,Sunny
1424,C016,customerC016@gmail.com,44:42.5,44:42.5,"6 Oak St, City, Country",14:00-18:00,Failed,Low,Sunny
1425,C014,customerC014@gmail.com,44:42.5,44:42.5,"109 Oak St, City, Country",11:00-14:00,Success,Medium,Sunny
1426,C076,customerC076@gmail.com,44:42.5,44:42.5,"39 Main St, City, Country",11:00-15:00,Success,Low,Sunny
1427,C087,customerC087@gmail.com,44:42.5,44:42.5,"630 Maple St, City, Country",2:00-5:00,Success,Medium,Sunny
1428,C015,customerC015@gmail.com,44:42.5,44:42.5,"426 Main St, City, Country",4:00-7:00,Failed,Low,Sunny
1429,C092,customerC092@gmail.com,44:42.5,44:42.5,"76 Oak St, City, Country",2:00-5:00,Success,Low,Rainy
1430,C098,customerC098@gmail.com,44:42.5,44:42.5,"414 Main St, City, Country",22:00-25:00,Success,Low,Sunny
1431,C066,customerC066@gmail.com,44:42.5,44:42.5,"895 Main St, City, Country",22:00-25:00,Success,High,Sunny
1432,C032,customerC032@gmail.com,44:42.5,44:42.5,"285 Maple St, City, Country",20:00-22:00,Success,Low,Sunny
1433,C087,customerC087@gmail.com,44:42.5,44:42.5,"599 Maple St, City, Country",14:00-16:00,Success,Low,Sunny
1434,C063,customerC063@gmail.com,44:42.5,44:42.5,"672 Pine St, City, Country",6:00-10:00,Success,Medium,Sunny
1435,C086,customerC086@gmail.com,44:42.5,44:42.5,"495 Maple St, City, Country",8:00-12:00,Success,Low,Cloudy
1436,C051,customerC051@gmail.com,44:42.5,44:42.5,"401 Maple St, City, Country",10:00-14:00,Success,Low,Sunny
1437,C025,customerC025@gmail.com,44:42.5,44:42.5,"450 Maple St, City, Country",11:00-14:00,Success,Low,Sunny
1438,C058,customerC058@gmail.com,44:42.5,44:42.5,"646 Pine St, City, Country",7:00-10:00,Success,Low,Sunny
1439,C063,customerC063@gmail.com,44:42.5,44:42.5,"18 Main St, City, Country",19:00-22:00,Success,High,Sunny
1440,C062,customerC062@gmail.com,44:42.5,44:42.5,"414 Main St, City, Country",3:00-7:00,Success,Medium,Sunny
1441,C022,customerC022@gmail.com,44:42.5,44:42.5,"638 Oak St, City, Country",5:00-7:00,Success,Low,Cloudy
1442,C058,customerC058@gmail.com,44:42.5,44:42.5,"416 Elm St, City, Country",11:00-14:00,Success,High,Sunny
1443,C058,customerC058@gmail.com,44:42.5,44:42.5,"499 Elm St, City, Country",14:00-18:00,Success,Low,Sunny
1444,C086,customerC086@gmail.com,44:42.5,44:42.5,"650 Pine St, City, Country",17:00-20:00,Failed,Low,Sunny
1445,C049,customerC049@gmail.com,44:42.5,44:42.5,"115 Pine St, City, Country",2:00-5:00,Success,Low,Sunny
1446,C052,customerC052@gmail.com,44:42.5,44:42.5,"674 Main St, City, Country",17:00-19:00,Success,Low,Sunny
1447,C042,customerC042@gmail.com,44:42.5,44:42.5,"234 Pine St, City, Country",18:00-20:00,Success,Low,Sunny
1448,C070,customerC070@gmail.com,44:42.5,44:42.5,"11 Oak St, City, Country",22:00-25:00,Failed,High,Sunny
1449,C015,customerC015@gmail.com,44:42.5,44:42.5,"118 Pine St, City, Country",13:00-17:00,Success,Medium,Sunny
1450,C054,customerC054@gmail.com,44:42.5,44:42.5,"664 Oak St, City, Country",18:00-21:00,Success,Low,Sunny
1451,C060,customerC060@gmail.com,44:42.5,44:42.5,"509 Main St, City, Country",5:00-9:00,Success,Low,Sunny
1452,C097,customerC097@gmail.com,44:42.5,44:42.5,"175 Main St, City, Country",3:00-6:00,Success,Medium,Sunny
1453,C008,customerC008@gmail.com,44:42.5,44:42.5,"958 Main St, City, Country",2:00-5:00,Success,High,Sunny
